legal_entity_name,legal_entity_edrpou,division_name,division_residence_addresses,division_decl_sum,nszu_geocoding_google_api_lat,nszu_geocoding_google_api_lng
Комунальне некомерційне підприємство 'Дубровицький районний центр первинної медико-санітарної допомоги' Дубровицької районної ради Рівненської області,38426347,Бережницька лікарська амбулаторія,"РІВНЕНСЬКА область, ДУБРОВИЦЬКИЙ район, село БЕРЕЖНИЦЯ, вулиця Комунальна, 3",1924.0,51.4395236,26.4677167
"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""АМБУЛАТОРІЯ ЗАГАЛЬНОЇ ПРАКТИКИ СІМЕЙНОЇ МЕДИЦИНИ РОЖНІВСЬКОЇ СІЛЬСЬКОЇ РАДИ ОБ'ЄДНАНОЇ ТЕРИТОРІАЛЬНОЇ ГРОМАДИ""",42077903,Кобаківська амбулаторія загальної практики сімейної медицини,"ІВАНО-ФРАНКІВСЬКА область, КОСІВСЬКИЙ район, село КОБАКИ, вулиця Незалежності, 1",2416.0,48.3311722,25.2342293
"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ"" УМАНСЬКОЇ РАЙОННОЇ РАДИ",39028772,Фельдшерський пункт  с. Кочубіївка,"ЧЕРКАСЬКА область, УМАНСЬКИЙ район, село КОЧУБІЇВКА, вулиця Центральна, 53",2.0,48.801373299999995,30.135063800000005
"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ СТАНИЧНО-ЛУГАНСЬКОЇ РАЙОННОЇ РАДИ""",38380533,Великочернігівська сільська лікарська амбулаторія сімейної медицини ,"ЛУГАНСЬКА область, СТАНИЧНО-ЛУГАНСЬКИЙ район, село ВЕЛИКА ЧЕРНІГІВКА, вулиця Робітнича, 1",1978.0,48.9612463,39.404568299999994
Комунальне некомерційне підприємство 'Чемеровецький центр первинної медико-санітарної допомоги' Чемеровецької районної ради,38195551,Сокиринецька амбулаторія загальної практики-сімейної медицини,"ХМЕЛЬНИЦЬКА область, ЧЕМЕРОВЕЦЬКИЙ район, село СОКИРИНЦІ, вулиця Центральна, 4",1016.0,48.94048970000001,26.2113938
"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ІРПІНСЬКИЙ МІСЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ"" ІРПІНСЬКОЇ МІСЬКОЇ РАДИ КИЇВСЬКОЇ ОБЛАСТІ",38571999,Ворзельська амбулаторія загальної практики сімейної медицини,"КИЇВСЬКА область, смт. ВОРЗЕЛЬ, вулиця Європейська, 4",6486.0,50.543947100000004,30.148813699999998
"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ПІСКІВСЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ"" ПІСКІВСЬКОЇ СЕЛИЩНОЇ ОБ'ЄДНАНОЇ ТЕРИТОРІАЛЬНОЇ ГРОМАДИ ",42022388,"комунальне некомерційне підприємство ""пісківський центр первинної медико-санітарної допомоги""пісківської селищної об'єднаної територіальної громади","КИЇВСЬКА область, БОРОДЯНСЬКИЙ район, смт. ПІСКІВКА, вулиця ШКІЛЬНА, 27",7129.0,50.6910651,29.642131899999995
"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ЧЕРНІГІВСЬКА МІСЬКА ЛІКАРНЯ № 1"" ЧЕРНІГІВСЬКОЇ МІСЬКОЇ РАДИ",02006596,"Відділення по наданню первинної медичної допомоги населенню ""Подусівка""","ЧЕРНІГІВСЬКА область, місто ЧЕРНІГІВ, вулиця Гагаріна, 6",8889.0,51.498886999999996,31.256352000000003
"КОМУНАЛЬНЕ ПІДПРИЄМСТВО ""ТОМАШПІЛЬСЬКИЙ РАЙОННИЙ МЕДИЧНИЙ ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ""",36331699,Томашпільська АЗПСМ №2,"ВІННИЦЬКА область, ТОМАШПІЛЬСЬКИЙ район, смт. ТОМАШПІЛЬ, вулиця Ігоря Гаврилюка, 133",7546.0,48.5530149,28.514111800000002
"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ЛУБЕНСЬКИЙ РАЙОННИЙ ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ"" ЛУБЕНСЬКОЇ РАЙОННОЇ РАДИ ПОЛТАВСЬКОЇ ОБЛАСТІ ",37650571,Тарандинцівська АЗПСМ,"ПОЛТАВСЬКА область, ЛУБЕНСЬКИЙ район, село ТАРАНДИНЦІ, вулиця Центральна, 9",1900.0,50.078986,32.8424738
"КОМУНАЛЬНЕ ПІДПРИЄМСТВО ""ЛУЦЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИЧНОЇ ДОПОМОГИ""",20122722,АЗПСМ №2,"ВОЛИНСЬКА область, місто ЛУЦЬК, проспект Волі, 66-а",9903.0,50.7442757,25.344210600000004
"КОМУНАЛЬНЕ ПІДПРИЄМСТВО ""КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ВОЗНЕСЕНСЬКИЙ МІСЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ""",38446709,Амбулаторія загальної практики сімейної медицини №3,"МИКОЛАЇВСЬКА область, місто ВОЗНЕСЕНСЬК, вулиця Київська, 218",10312.0,47.5605,31.336116999999998
"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ТОМАКІВСЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ"" ТОМАКІВСЬКОЇ СЕЛИЩНОЇ РАДИ",36730425,Амбулаторія загальної практики-сімейної медицини в с. Високе,"ДНІПРОПЕТРОВСЬКА область, ТОМАКІВСЬКИЙ район, село ВИСОКЕ, вулиця Дніпровська, 21",650.0,47.762854,34.8514261
"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ""  БОГДАНІВСЬКОЇ СІЛЬСЬКОЇ РАДИ ДНІПРОПЕТРОВСЬКОЇ ОБЛАСТІ""",37735655,Богданівська амбулаторія загальної практики сімейної медицини,"ДНІПРОПЕТРОВСЬКА область, ПАВЛОГРАДСЬКИЙ район, село БОГДАНІВКА, вулиця Українська, 35-б",3534.0,48.5066328,36.1097172
"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""РАДЕХІВСЬКА ЦЕНТРАЛЬНА РАЙОННА ЛІКАРНЯ"" РАДЕХІВСЬКОЇ РАЙОННОЇ РАДИ",01998101,Амбулаторія загальної практики сімейної медицини с. Корчин,"ЛЬВІВСЬКА область, РАДЕХІВСЬКИЙ район, село КОРЧИН, вулиця Воз'єднання, 65",2936.0,50.3390579,24.399720300000002
"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""МАЛИНСЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ"" МАЛИНСЬКОЇ МІСЬКОЇ РАДИ",38395183,Амбулаторія загальної практики - сімейної медицини №1 м. Малин,"ЖИТОМИРСЬКА область, місто МАЛИН, вулиця Суворова, 83 Б",20096.0,50.7760802,29.2191099
"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ЛИПОВЕЦЬКИЙ РАЙОННИЙ ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ"" ЛИПОВЕЦЬКОЇ РАЙОННОЇ РАДИ ВІННИЦЬКОЇ ОБЛАСТІ",37336813,Турбівська АЗПСМ,"ВІННИЦЬКА область, ЛИПОВЕЦЬКИЙ район, смт. ТУРБІВ, вулиця Миру, 56",7584.0,49.3326641,28.7214753
"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""АМБУЛАТОРІЯ ЗАГАЛЬНОЇ ПРАКТИКИ-СІМЕЙНОЇ МЕДИЦИНИ"" СТАНИШІВСЬКОЇ СІЛЬСЬКОЇ РАДИ",41382677,Амбулаторія загальної практики - сімейної медицини село Лука,"ЖИТОМИРСЬКА область, ЖИТОМИРСЬКИЙ район, село ЛУКА, вулиця Генерала Вахнюка , 1",792.0,50.176975,28.8155517
"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ЛИСЕЦЬКА ЦЕНТРАЛЬНА РАЙОННА ЛІКАРНЯ"" ТИСМЕНИЦЬКОЇ РАЙОННОЇ РАДИ ІВАНО-ФРАНКІВСЬКОЇ ОБЛАСТІ",01993470,Черніївська лікарська амбулаторія загальної практики-сімейної медицини,"ІВАНО-ФРАНКІВСЬКА область, село ЧЕРНІЇВ, вулиця Злуки, 1",6286.0,48.8554849,24.713194199999997
"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ЦЕНТР ПЕРВИННОЇ МЕДИЧНОЇ ДОПОМОГИ"" РОЖНЯТІВСЬКОЇ РАЙОННОЇ РАДИ ІВАНО-ФРАНКІВСЬКОЇ ОБЛАСТІ",42061427,АЗПСМ с. Вербівка,"ІВАНО-ФРАНКІВСЬКА область, село ВЕРБІВКА, вулиця ГРУШЕВСЬКОГО, 16",408.0,48.9202629,24.713119600000002
"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ"" УМАНСЬКОЇ РАЙОННОЇ РАДИ",39028772,Фельдшерсько-акушерський пункт с. Оксанина,"ЧЕРКАСЬКА область, УМАНСЬКИЙ район, село ОКСАНИНА, вулиця Шевченка, 1-а",23.0,48.687653600000004,30.5460219
Комунальне некомерційне підприємство 'Олевський Центр первинної медичної допомоги' Олевської міської ради,38562298,Амбулаторно-поліклінічна служба центру ПМСД,"ЖИТОМИРСЬКА область, ОЛЕВСЬКИЙ район, місто ОЛЕВСЬК, вулиця Свято-Миколаївська, 46",21115.0,51.2229623,27.648526899999997
"КОМУНАЛЬНЕ ПІДПРИЄМСТВО ""ВІТОВСЬКИЙ РАЙОННИЙ МЕДИЧНИЙ ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ"" ВІТОВСЬКОЇ РАЙОННОЇ РАДИ",38476906,Амбулаторія загальної практики сімейної медицини с. Грейгове,"МИКОЛАЇВСЬКА область, ВІТОВСЬКИЙ район, селище ГРЕЙГОВЕ, вулиця Шевченка, 42",1116.0,47.1145549,32.3034075
"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ"" НОВОМОСКОВСЬКОЇ РАЙОННОЇ РАДИ""",37834197,"Амбулаторія ЗПСМ смт. Черкаське (КНП ""Центр первинної медико-санітарної допомоги"" Новомосковської районної ради"")","ДНІПРОПЕТРОВСЬКА область, НОВОМОСКОВСЬКИЙ район, смт. ЧЕРКАСЬКЕ, вулиця Лісна, 16А",3839.0,48.6991797,35.385810799999994
Комунальне некомерційне підприємство ''Бориспільський міський центр первинної медико-санітарної допомоги'' Бориспільської міської ради Київської області,41750202,Амбулаторія загальної практики-сімейної медицини №3,"КИЇВСЬКА область, місто БОРИСПІЛЬ, вулиця Глибоцька, 81",6093.0,50.3381266,30.9515425
"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""НІКОПОЛЬСЬКИЙ РАЙОННИЙ ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ""",37677525,"Червоногригорівська амбулаторія ЗПСМ (КНП ""Нікопольський районний ЦПМСД"")","ДНІПРОПЕТРОВСЬКА область, НІКОПОЛЬСЬКИЙ район, смт. ЧЕРВОНОГРИГОРІВКА, вулиця Ярмарочна, 31-а",4499.0,47.6264367,34.5297956
"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ"" ЧОРТКІВСЬКОЇ РАЙОННОЇ РАДИ",38427288,"Центральна АЗПСМ по вул. Д. Пігути, 29","ТЕРНОПІЛЬСЬКА область, місто ЧОРТКІВ, вулиця Д. Пігути, 29",23831.0,49.0168812,25.789832999999998
КОВШИК МАРИНА ОЛЕКСАНДРІВНА,----------,ФОП Ковшик Марина Олександрівна,"ПОЛТАВСЬКА область, ЛОХВИЦЬКИЙ район, місто ЛОХВИЦЯ, вулиця Незалежності, 3",1069.0,50.3588722,33.2590348
"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""КУЛИКІВСЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ"" КУЛИКІВСЬКОЇ СЕЛИЩНОЇ РАДИ",40204397,Салтиково Дівицька сільська лікарська амбулаторія,"ЧЕРНІГІВСЬКА область, КУЛИКІВСЬКИЙ район, село САЛТИКОВА ДІВИЦЯ, вулиця Шевченка, 95",2016.0,51.3934879,31.8000206
"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ №2"" СВЯТОШИНСЬКОГО РАЙОНУ М. КИЄВА",38961113,Черговий кабінет,"М.КИЇВ, місто КИЇВ, вулиця Симиренка, 10",1.0,50.4140186,30.3942152
"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ""",38645610,Амбулаторія загальної практики сімейної медицини №6,"ТЕРНОПІЛЬСЬКА область, місто ТЕРНОПІЛЬ, вулиця Петриківська, 25А",8323.0,49.5475479,25.5687196
"Комунальне некомерційне підприємство Кропивницької районної ради ""Центр первинної медико-санітарної допомоги Кропивницького району""",38302240,Федорівська лікарська амбулаторія загальної практики сімейної медицини,"КІРОВОГРАДСЬКА область, КІРОВОГРАДСЬКИЙ район, село ФЕДОРІВКА, вулиця Леоніда Кравчука, 75",1852.0,48.3801877,32.1628817
"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ ВЕЛИКООЛЕКСАНДРІВСЬКОГО РАЙОНУ"" ВЕЛИКООЛЕКСАНДРІВСЬКОЇ РАЙОННОЇ РАДИ ХЕРСОНСЬКОЇ ОБЛАСТІ ",37920406,Новокам'янська сільська лікарська амбулаторія,"ХЕРСОНСЬКА область, ВЕЛИКООЛЕКСАНДРІВСЬКИЙ район, село НОВА КАМ'ЯНКА, вулиця Херсонська, 1-Б",1736.0,47.2187336,33.5810664
"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ГОРОДИЩЕНСЬКИЙ РАЙОННИЙ ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ"" ГОРОДИЩЕНСЬКОЇ РАЙОННОЇ РАДИ",42081160,Амбулаторія загальної практики-сімейної медицини с.Валява,"ЧЕРКАСЬКА область, ГОРОДИЩЕНСЬКИЙ район, село ВАЛЯВА, вулиця Нечуя Левицького, 3",1465.0,49.3104961,31.3383511
"Комунальне некомерційне підприємство ""Якимівський центр первинної медико-санітарної допомоги""  Якимівської селищної ради Якимівського району Запорізької області",38559154,Шелюгівська амбулаторія загальної практики -сімейної медицини,"ЗАПОРІЗЬКА область, ЯКИМІВСЬКИЙ район, село ШЕЛЮГИ, вулиця Зої Космодем’янської, 7",1034.0,46.5552553,35.2336107
"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ"" УМАНСЬКОЇ РАЙОННОЇ РАДИ",39028772,Фельдшерський пункт с. Аполянка,"ЧЕРКАСЬКА область, УМАНСЬКИЙ район, село АПОЛЯНКА, вулиця Дружби, 50-а",2.0,48.734610700000005,30.404012899999994
"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""СВАТІВСЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ ""СВАТІВСЬКОЇ РАЙОННОЇ РАДИ ЛУГАНСЬКОЇ ОБЛАСТІ",38165140,Сватівська амбулаторія загальної практики - сімейної медицини №2,"ЛУГАНСЬКА область, СВАТІВСЬКИЙ район, місто СВАТОВЕ, прохід Базарний, 1А",15655.0,49.4063184,38.1635591
"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""РОГАТИНСЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ"" РОГАТИНСЬКОЇ РАЙОННОЇ РАДИ ІВАНО-ФРАНКІВСЬКОЇ ОБЛАСТІ",41838805,Амбулаторія загальної практики-сімейної медицини с.Беньківці,"ІВАНО-ФРАНКІВСЬКА область, РОГАТИНСЬКИЙ район, село БЕНЬКІВЦІ, вулиця Галицька, 3а",1455.0,49.4453446,24.4475568
"КОМУНАЛЬНЕ ПІДПРИЄМСТВО ""ВЕЛИКОЛЕПЕТИСЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИКО - САНІТАРНОЇ ДОПОМОГИ"" ВЕЛИКОЛЕПЕТИСЬКОЇ РАЙОННОЇ РАДИ ХЕРСОНСЬКОЇ ОБЛАСТІ",38413170,Великолепетиська АЗПСМ,"ХЕРСОНСЬКА область, ВЕЛИКОЛЕПЕТИСЬКИЙ район, смт. ВЕЛИКА ЛЕПЕТИХА, вулиця Островського, 11",8684.0,47.1804375,33.9464638
"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ ЄМІЛЬЧИНСЬКОЇ РАЙОННОЇ РАДИ""",38613347,АЗПСМ смт. ЄМІЛЬЧИНЕ ,"ЖИТОМИРСЬКА область, ЄМІЛЬЧИНСЬКИЙ район, смт. ЄМІЛЬЧИНЕ, вулиця 1-го Травня, 133",13583.0,50.864784,27.8122405
Комунальне некомерційне підприємство 'Центр первинної медико-санітарної допомоги Чорноострівської селищної ради',40333372,Грузевицька амбулаторія загальної практики сімейної медицини,"ХМЕЛЬНИЦЬКА область, село ГРУЗЕВИЦЯ, вулиця Центральна, 73",1657.0,49.4749671,26.8281882
"Комунальне некомерційне підприємство ""Центр первинної медико-санітарної допомоги №2"" Шевченківського району міста Києва",38948312,"Амбулаторія загальної практики сімейної медицини №1 КНП ""ЦПМСД№2"" Шевченківського району м. Києва","М.КИЇВ, місто КИЇВ, вулиця Пимоненка, 10",7917.0,50.459902,30.4927776
"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ТУРКІВСЬКИЙ РАЙОННИЙ ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ"" ТУРКІВСЬКОЇ РАЙОННОЇ РАДИ",42448068,Сільська лікарська амбулаторія загальної практики сімейної медицини с. Ільник,"ЛЬВІВСЬКА область, ТУРКІВСЬКИЙ район, село ІЛЬНИК, вулиця Центральна, 161",1475.0,49.0987678,23.094800600000003
"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ВАСИЛІВСЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ"" ВАСИЛІВСЬКОЇ РАЙОННОЇ РАДИ ЗАПОРІЗЬКОЇ ОБЛАСТІ",38625415,"Малобілозерська АЗПСМ КНП ""Василівський ЦПМСД"" ВРР ЗО","ЗАПОРІЗЬКА область, ВАСИЛІВСЬКИЙ район, село МАЛА БІЛОЗЕРКА, вулиця Вишневського, 36",3506.0,47.248687700000005,34.915284299999996
"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО""КОРЕЦЬКИЙ РАЙОННИЙ ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ"" КОРЕЦЬКОЇ РАЙОННОЇ РАДИ РІВНЕНСЬКОЇ ОБЛАСТІ",38645269,Лікарська амбулаторія загальної практики - сімейної медицини с.Великі Межирічі,"РІВНЕНСЬКА область, КОРЕЦЬКИЙ район, село ВЕЛИКІ МЕЖИРІЧІ, вулиця Грушевського, 103",2157.0,50.663725899999996,26.8662098
"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""МАГАЛЬСЬКА АМБУЛАТОРІЯ ЗАГАЛЬНОЇ ПРАКТИКИ-СІМЕЙНОЇ МЕДИЦИНИ""  МАГАЛЬСЬКОЇ СІЛЬСЬКОЇ РАДИ НОВОСЕЛИЦЬКОГО РАЙОНУ ЧЕРНІВЕЦЬКОЇ ОБЛАСТІ",42493833,АЗПСМ с. Остриця,"ЧЕРНІВЕЦЬКА область, НОВОСЕЛИЦЬКИЙ район, село МАГАЛА, вулиця Колгоспна, 42",1980.0,48.2961322,26.0403137
"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ МУКАЧІВСЬКОГО РАЙОНУ"" МУКАЧІВСЬКОЇ РАЙОННОЇ РАДИ",38236420,Бобовищанська амбулаторія загальної практики-сімейної медицини,"ЗАКАРПАТСЬКА область, МУКАЧІВСЬКИЙ район, село БОБОВИЩЕ, вулиця Миру, 43",3007.0,48.527682899999995,22.670096700000002
ГЛАДКА ЛЮДМИЛА СИГИЗМУНДІВНА,----------,Сімейний лікар Гладка Людмила Сигизмундівна,"ТЕРНОПІЛЬСЬКА область, БОРЩІВСЬКИЙ район, місто БОРЩІВ, вулиця Степана Бандери, 95і",1140.0,48.8051187,26.0475577
"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""КАХОВСЬКИЙ РАЙОННИЙ ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ КАХОВСЬКОЇ РАЙОННОЇ РАДИ""",38740016,АЗПСМ № 3 м. Каховка,"ХЕРСОНСЬКА область, місто КАХОВКА, вулиця Соборності, 15",4118.0,46.8092976,33.4831297
"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ № 3 ДАРНИЦЬКОГО РАЙОНУ М.КИЄВА""",30300749,"КНП ""ЦПМСД № 3 Дарницького р-ну м. Києва"" Амбулаторія ЗПСМ № 1","М.КИЇВ, місто КИЇВ, вулиця Ревуцького, 13-Б",6459.0,50.4182375,30.6473023
Комунальне некомерційне підприємство 'Центр первинної медико-санітарної допомоги Вугледарської міської ради',37934309,Амбулаторія №1 ,"ДОНЕЦЬКА область, місто ВУГЛЕДАР, вулиця Молодіжна, 19",12741.0,47.775300200000004,37.2394318
"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ЗАПОРІЗЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ №1""",38969725,"Амбулаторія загальної практики сімейної медицини №4, КНП ""ЗЦПМСД №1"", Олександрівського району м. Запоріжжя ","ЗАПОРІЗЬКА область, місто ЗАПОРІЖЖЯ, проспект Соборний, 88",7171.0,47.8203661,35.1732391
"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ №5 М. ВІННИЦІ""",05484362,КНП ЦПМСД №5 м. Вінниці АЗПСМ №6,"ВІННИЦЬКА область, місто ВІННИЦЯ, вулиця Данила Нечая, 77а",8091.0,49.2169352,28.491063099999998
"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""МИКОЛАЇВСЬКИЙ РАЙОННИЙ ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ МИКОЛАЇВСЬКОЇ РАЙОННОЇ РАДИ""",38436470,АЗПСМ Ольшанське,"МИКОЛАЇВСЬКА область, МИКОЛАЇВСЬКИЙ район, смт. ОЛЬШАНСЬКЕ, вулиця Шкільна, 35",3817.0,47.1836265,31.795323800000002
"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО БОРИСПІЛЬСЬКОЇ РАЙОННОЇ РАДИ КИЇВСЬКОЇ ОБЛАСТІ ""БОРИСПІЛЬСЬКИЙ РАЙОННИЙ ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ""",38462558,Кучаківська амбулаторія ЗПСМ,"КИЇВСЬКА область, БОРИСПІЛЬСЬКИЙ район, село КУЧАКІВ, вулиця Гетьмана Івана Сулими, 100",3129.0,50.372313,31.1215403
РЕШИТКО ТЕТЯНА ОЛЕКСІЇВНА,----------,Кабінет терапевта,"ХЕРСОНСЬКА область, місто ХЕРСОН, вулиця 49 ГВАРДІЙСЬКОЇ ДИВІЗІЇ, 22А",643.0,46.6717814,32.617313300000006
"Комунальне некомерційне підприємство ""Кременецький центр первинної медико-санітарної допомоги"" Кременецької районної ради",38440115,АЗПСМ  с. Дунаїв,"ТЕРНОПІЛЬСЬКА область, КРЕМЕНЕЦЬКИЙ район, село ДУНАЇВ, вулиця Центральна, 3А",1941.0,50.0572964,25.5868139
Фізична особа-підприємець Ящишин Оксана Михайлівна,----------,ФОП Лікар педіатр,"ЛЬВІВСЬКА область, місто СТРИЙ, вулиця Богдана Хмельницького, 30",975.0,49.2593307,23.8586116
"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ №2"" СОЛОМ'ЯНСЬКОГО РАЙОНУ М.КИЄВА",38960481,Амбулаторія загальної практики - сімейної медицини №1,"М.КИЇВ, місто КИЇВ, вулиця Солом'янська, 17",10072.0,50.424451,30.4825409
ЗБЕРЖЕВСЬКИЙ ЮРІЙ ІВАНОВИЧ,----------,Фізична особа – підприємець Збержевський Юрій Іванович  Загальна практика – сімейна медицина,"ЧЕРНІВЕЦЬКА область, ГЛИБОЦЬКИЙ район, село КАМ'ЯНКА, вулиця Головна, 154",211.0,48.0319429,25.9011055
