division_name,division_residence_addresses,division_decl_sum,nszu_geocoding_google_api_lat,nszu_geocoding_google_api_lng
"Амбулаторія загальної практики сімейної медицини №3 КНП ""Центр ПМСД ""Північний"" РМР","РІВНЕНСЬКА область, місто РІВНЕ, вулиця Академіка Грушевського, 11",10129.0,50.626771600000005,26.2718539
Чорторийська амбулаторія загальної практики сімейної медицини,"ВІННИЦЬКА область, ІЛЛІНЕЦЬКИЙ район, село ЧОРТОРИЯ, вулиця Перемоги, 45",2099.0,49.031192700000005,29.242502500000004
Амбулаторія загальної практики-сімейної медицини № 7,"ЗАПОРІЗЬКА область, місто ЗАПОРІЖЖЯ, вулиця Леоніда Жаботинського, 32",4233.0,47.844405,35.1223009
Амбулаторія загальної практики сімейної медицини смт. Улянівка,"СУМСЬКА область, БІЛОПІЛЬСЬКИЙ район, смт. УЛЯНІВКА, вулиця Колесника, 2",1783.0,50.9761123,34.2959513
Філія амбулаторії №2,"ДНІПРОПЕТРОВСЬКА область, місто ДНІПРО, вулиця Моніторна, 2",3698.0,48.4746338,34.9891016
Міцівецька амбулаторія загальної практики сімейної медецини,"ХМЕЛЬНИЦЬКА область, ДУНАЄВЕЦЬКИЙ район, село МІЦІВЦІ, вулиця Богдана Хмельницького, 43",805.0,49.0055506,26.8898962
"Вербуватівська АЗПСМ (КУНП ""ЦПМСД"" Варварівської сільської ради)","ДНІПРОПЕТРОВСЬКА область, ЮР'ЇВСЬКИЙ район, село ВЕРБУВАТІВКА, вулиця Центральна, 55А",1657.0,48.678670000000004,35.9467089
Амбулаторія загальної практики сімейної медицини № 8,"ДНІПРОПЕТРОВСЬКА область, місто ПАВЛОГРАД, вулиця Нова, 1",14718.0,48.491345700000004,35.9424216
Орлівщинська амбулаторія,"ДНІПРОПЕТРОВСЬКА область, НОВОМОСКОВСЬКИЙ район, село ОРЛІВЩИНА, вулиця Андрія Болтушенка, 3",242.0,48.63310560000001,35.337758799999996
Сімейний доктор Жуковський,"ДНІПРОПЕТРОВСЬКА область, місто ДНІПРО, вулиця Василя Жуковського, 20",2168.0,48.451561,35.052164000000005
Амбулаторія загальної практики-сімейної медицини с.В.Бийгань,"ЗАКАРПАТСЬКА область, БЕРЕГІВСЬКИЙ район, село ВЕЛИКА БИЙГАНЬ, вулиця Головна, 61",1322.0,48.2483149,22.6288401
Дунаєвецька амбулаторія загальної практики сімейної медицини,"ХМЕЛЬНИЦЬКА область, ДУНАЄВЕЦЬКИЙ район, смт. ДУНАЇВЦІ, вулиця Травнева, 22",4870.0,48.8922474,26.8603864
Бірківська АЗПСМ,"ВОЛИНСЬКА область, ЛЮБЕШІВСЬКИЙ район, село БІРКИ, вулиця Поліська, 69",3057.0,51.80909260000001,25.202409600000003
Трушківська амбулаторія загальної практики сімейної  медицини,"КИЇВСЬКА область, БІЛОЦЕРКІВСЬКИЙ район, село ТРУШКИ, вулиця Шевченко, 1",2830.0,49.767670700000004,29.9481567
Поліклініка,"ОДЕСЬКА область, МИКОЛАЇВСЬКИЙ район, смт. МИКОЛАЇВКА, вулиця Чкалова, 50-В",3947.0,47.5433924,30.7546576
Квасилівська амбулаторія загальної прктики - сімейної медицини,"РІВНЕНСЬКА область, РІВНЕНСЬКИЙ район, смт. КВАСИЛІВ, вулиця Молодіжна, 22а",5410.0,50.561953,26.262926500000003
Амбулаторія загальної практики-сімейної медицини смт.Демидівка,"РІВНЕНСЬКА область, ДЕМИДІВСЬКИЙ район, смт. ДЕМИДІВКА, вулиця Відродження, 6",6647.0,50.4283765,25.336191
Комунальне некомерційне підприємство Гніздичівська амбулаторія  загальної практики - сімейної медицини Гніздичівської селищної ради (Покрівці),"ЛЬВІВСЬКА область, ЖИДАЧІВСЬКИЙ район, село ПОКРІВЦІ, вулиця І.Франка, 72",12.0,49.317951799999996,24.0455052
Максимівська АЗПСМ,"ПОЛТАВСЬКА область, КРЕМЕНЧУЦЬКИЙ район, село МАКСИМІВКА, вулиця Соборності, 6",1028.0,49.1844997,33.1713363
АЗПСМ Стрижавська,"ВІННИЦЬКА область, ВІННИЦЬКИЙ район, смт. СТРИЖАВКА, вулиця 40-річчя перемоги, 6",10844.0,49.3114526,28.4716321
Амбулаторія загальної практики сімейної медицини с.Кишин,"ЖИТОМИРСЬКА область, ОЛЕВСЬКИЙ район, село КИШИН, вулиця Житомирська, 71",350.0,51.230885799999996,27.6513232
АЗПСМ с.Пустовійти,"ВІННИЦЬКА область, ХМІЛЬНИЦЬКИЙ район, село ПУСТОВІЙТИ, вулиця Центральна, 108А",1119.0,49.6380821,28.1011498
КЗОЗ Варвинський ЦПМСД,"ЧЕРНІГІВСЬКА область, ВАРВИНСЬКИЙ район, смт. ВАРВА, вулиця 9 травня, 2А",9140.0,50.4912729,32.7285207
Східницька амбулаторія загальної практики - сімейної медицини,"ЛЬВІВСЬКА область, смт. СХІДНИЦЯ, вулиця Золота Баня, 20",483.0,49.2283297,23.3495073
Фельдшерський пункт  с. Антонівка,"ЧЕРКАСЬКА область, УМАНСЬКИЙ район, село АНТОНІВКА, вулиця Шевченка, 1",21.0,48.5280294,30.082818699999997
Лікарська амбулаторія смт.Цибулів,"ЧЕРКАСЬКА область, МОНАСТИРИЩЕНСЬКИЙ район, смт. ЦИБУЛІВ, вулиця Лесі Українки, 4",4905.0,49.066241399999996,29.8447935
Тимонівська амбулаторія загальної практики сімейної медицини,"ЛУГАНСЬКА область, ТРОЇЦЬКИЙ район, село ТИМОНОВЕ, вулиця Шкільна, 10/1",1152.0,49.7408802,38.4476619
Амбулаторія загальної практики - сімейного типу смт.Розділ КНП «Миколаївська ЦРЛ»,"ЛЬВІВСЬКА область, МИКОЛАЇВСЬКИЙ район, смт. РОЗДІЛ, вулиця Миру, 20",3338.0,49.4593622,24.068548899999996
Амбулаторія загальної практики - сімейної медицини смт. Ромодан,"ПОЛТАВСЬКА область, МИРГОРОДСЬКИЙ район, смт. РОМОДАН, вулиця Полтавська, 1-а",1745.0,49.9916392,33.3303468
Амбулаторія по м.Гребінка,"ПОЛТАВСЬКА область, ГРЕБІНКІВСЬКИЙ район, місто ГРЕБІНКА, провулок Спортивний, 11",17576.0,50.1151456,32.441180100000004
Самгородоцька АЗПСМ,"ВІННИЦЬКА область, КОЗЯТИНСЬКИЙ район, село САМГОРОДОК, вулиця Деснянська, 2",4740.0,49.5281078,28.8430257
Фельдшерсько - акушерський пункт села Клесів амбулаторії селища міського типу Клесів Комунального некомерційного підприємства Центр первинної медико-санітарної допомоги Клесівської селищної ради Сарне,"РІВНЕНСЬКА область, САРНЕНСЬКИЙ район, село КЛЕСІВ, вулиця Вільна, 63",1.0,51.3157463,26.895771999999997
Лікувально-профілактичне відділення медичного центру ТОВ Пролісок +,"ЖИТОМИРСЬКА область, місто МАЛИН, вулиця Гагаріна, 27",1171.0,50.757883299999996,29.240410600000004
Амбулаторія с. Нижнє Селище,"ЗАКАРПАТСЬКА область, ХУСТСЬКИЙ район, село НИЖНЄ СЕЛИЩЕ, вулиця Центральна, 78",1975.0,48.205474,23.4600059
Амбулаторія №2,"ДНІПРОПЕТРОВСЬКА область, місто НІКОПОЛЬ, вулиця Добролюбова , 48-б",4715.0,47.5819947,34.311501799999995
Амбулаторія сімейної медицини  №7,"ЛЬВІВСЬКА область, смт. БРЮХОВИЧІ, вулиця Ягідна, 8",4339.0,49.903713,23.931122
АЗПСМ с. Уладівське,"ВІННИЦЬКА область, КАЛИНІВСЬКИЙ район, село УЛАДІВСЬКЕ, вулиця Шкільна, 7а",1792.0,49.542361799999995,28.596877600000003
"КНП""ЦЕНТР ПЕРВИННОЇ МЕДИКО - САНІТАРНОЇ ДОПОМОГИ"" БІБРСЬКОЇ МІСЬКОЇ РАДИ","ЛЬВІВСЬКА область, ПЕРЕМИШЛЯНСЬКИЙ район, місто БІБРКА, вулиця Галицька, 144",700.0,49.6299104,24.285898100000004
Ветлівська АЗПСМ,"ВОЛИНСЬКА область, ЛЮБЕШІВСЬКИЙ район, село ВЕТЛИ, вулиця Поліська, 133",3032.0,51.88187979999999,25.1057845
Шипинецька АЗПСМ,"ЧЕРНІВЕЦЬКА область, КІЦМАНСЬКИЙ район, село ШИПИНЦІ, вулиця Головна, 34",1420.0,48.376687,25.750448100000003
Відділення сімейної медицини №2,"ЛЬВІВСЬКА область, місто ЛЬВІВ, вулиця Хімічна, 7а",11369.0,49.8544724,24.026927800000003
Амбулаторія загальної практики сімейної медицини с. Велика Чернеччина,"СУМСЬКА область, СУМСЬКИЙ район, село ВЕЛИКА ЧЕРНЕЧЧИНА, прохід Шкільний, 5",2953.0,50.9540704,34.9226158
Іванівська АЗПСМ,"ТЕРНОПІЛЬСЬКА область, ТЕРЕБОВЛЯНСЬКИЙ район, село ІВАНІВКА, вулиця Ринок, 18",1399.0,49.2806004,25.8207035
"Комунальне некомерційне підприємство ""Амбулаторія загальної практики-сімейної медицини"" Байковецької сільської ради ","ТЕРНОПІЛЬСЬКА область, ТЕРНОПІЛЬСЬКИЙ район, село ШЛЯХТИНЦІ, вулиця Джерельна, 1",4861.0,49.572247999999995,25.6514682
АЗПСМ с. Мала Перещепина,"ПОЛТАВСЬКА область, НОВОСАНЖАРСЬКИЙ район, село МАЛА ПЕРЕЩЕПИНА, вулиця Клименка, 5",2064.0,49.38781470000001,34.5838373
Амбулаторія загальної практики - сімейної медицини № 3,"ХАРКІВСЬКА область, місто ЧУГУЇВ, вулиця Осинівська, 48В",1874.0,49.8220825,36.693472
Дніпровська амбулаторія загальної практики сімейної медицини,"ЗАПОРІЗЬКА область, КАМ'ЯНСЬКО-ДНІПРОВСЬКИЙ район, село ДНІПРОВКА, вулиця 9 Травня, 21",2125.0,47.4313394,34.60806470000001
Амбулаторія ЗПСМ №7,"ВІННИЦЬКА область, місто ВІННИЦЯ, вулиця Хмельницьке Шосе, 96",9526.0,49.2366473,28.4143029
Амбулаторія загальної практики - сімейної медицини №1,"ДНІПРОПЕТРОВСЬКА область, місто ДНІПРО, проспект Богдана Хмельницького, 19",9674.0,48.441016,35.02337070000001
КАТЮЖАНСЬКА АМБУЛАТОРІЯ ЗАГАЛЬНОЇ ПРАКТИКИ СІМЕЙНОЇ МЕДИЦИНИ,"КИЇВСЬКА область, ВИШГОРОДСЬКИЙ район, село КАТЮЖАНКА, вулиця ПОШТОВА, 20",2736.0,50.806681,30.132149
Medical Plaza,"ДНІПРОПЕТРОВСЬКА область, місто ДНІПРО, проспект Олексадра Поля, 141-А",952.0,48.431853000000004,35.012561
сімейна амбулаторія№7,"МИКОЛАЇВСЬКА область, місто МИКОЛАЇВ, вулиця Космонавтів, 144",8734.0,46.9692723,32.0791178
"Амбулаторія ЗПСМ с. Голубівка (КНП ""Центр первинної медико-санітарної допомоги"" Новомосковської районної ради"")","ДНІПРОПЕТРОВСЬКА область, НОВОМОСКОВСЬКИЙ район, село ГОЛУБІВКА, вулиця Лесі Українки, 28",3594.0,48.8823962,35.3221833
Карлівська лікарська амбулаторія загальної практики сімейної медицини,"КІРОВОГРАДСЬКА область, КІРОВОГРАДСЬКИЙ район, село КАРЛІВКА, вулиця Центральна, 26",1712.0,48.4430518,32.0591899
Кабінет сімейного лікаря,"ВОЛИНСЬКА область, місто КОВЕЛЬ, вулиця Богдана Хмельницького, 17",470.0,51.221927,24.725723600000002
Амбулаторія №4,"КІРОВОГРАДСЬКА область, місто СВІТЛОВОДСЬК, вулиця Павлова, 16",2444.0,49.0576771,33.2415497
АЗПСМ с. Радісний Сад,"МИКОЛАЇВСЬКА область, МИКОЛАЇВСЬКИЙ район, селище РАДІСНИЙ САД, вулиця Радісна, 11-А",2397.0,46.9578976,31.990211
КНП ЦПМСД Ланчинської селищної ради ОТГ,"ІВАНО-ФРАНКІВСЬКА область, НАДВІРНЯНСЬКИЙ район, смт. ЛАНЧИН, вулиця Незалежності, 140",10978.0,48.551189,24.745149899999998
Амбулаторія загальної практики сімейної медицини  №9,"КІРОВОГРАДСЬКА область, місто КРОПИВНИЦЬКИЙ, вулиця Шевченка, 36",7973.0,48.5109019,32.2693278
амбулаторія загальної практики-сімейної медицини №9,"ЗАПОРІЗЬКА область, місто ЗАПОРІЖЖЯ, вулиця Запорізького Козацтва, 25",6488.0,47.813866,35.048231
Четвертинівська ЛА ЗПСМ,"ВІННИЦЬКА область, ТРОСТЯНЕЦЬКИЙ район, село ЧЕТВЕРТИНІВКА, вулиця ГАГАРІНА, 49",245.0,48.5910645,29.276091700000002
Іванопільська амбулаторія загальної практики сімейної медицини,"ЖИТОМИРСЬКА область, ЧУДНІВСЬКИЙ район, смт. ІВАНОПІЛЬ, вулиця Лесі Українки, 43а",3664.0,49.86174129999999,28.209574600000003
АЗПСМ с.Топорище,"ЖИТОМИРСЬКА область, ХОРОШІВСЬКИЙ район, село ТОПОРИЩЕ, вулиця Житомирська, 85А",818.0,50.676947399999996,28.610799
Саратська амбулаторія сімейної медицини - загальної практики,"ОДЕСЬКА область, САРАТСЬКИЙ район, смт. САРАТА, вулиця Соборна, 2",8346.0,46.023407,29.657813
Центр первинної медичної допомоги населенню,"ХАРКІВСЬКА область, місто ХАРКІВ, проспект Героїв Сталінграда, 23А",23914.0,49.9439643,36.2930362
Амбулаторія смт Есхар,"ХАРКІВСЬКА область, ЧУГУЇВСЬКИЙ район, смт. ЕСХАР, вулиця Горького, 9",4229.0,49.7952095,36.5920395
"НКП ""Южноукраїнський міський центр ПМСД"" №2","МИКОЛАЇВСЬКА область, місто ЮЖНОУКРАЇНСЬК, вулиця Паркова, 3В",220.0,47.8180881,31.1846825
Новоівницька амбулаторія загальної практики сімейної медицини,"ЖИТОМИРСЬКА область, АНДРУШІВСЬКИЙ район, селище НОВОІВНИЦЬКЕ, вулиця Лісова, 16/1",1658.0,50.0571542,28.998654300000002
АЗПСМ с.Грушуваха,"ХАРКІВСЬКА область, БАРВІНКІВСЬКИЙ район, село ГРУШУВАХА, вулиця Молодіжна , 1",135.0,49.113898600000006,36.8944746
Мельниковецька ЛА ЗПСМ,"ВІННИЦЬКА область, НЕМИРІВСЬКИЙ район, село МЕЛЬНИКІВЦІ, вулиця Пролетарська, 2",90.0,48.927901299999995,29.064221000000003
Амбулаторія №5 КНП ЦПМСД №1 Дарницького району м. Києв,"М.КИЇВ, місто КИЇВ, вулиця Бориспільська, 30 А",4333.0,50.4241735,30.689279499999998
Амбулаторія загальної практики - сімейної медицини №3,"ЗАПОРІЗЬКА область, місто ЗАПОРІЖЖЯ, вулиця Дудикіна, 6",10385.0,47.877527,35.060371999999994
Амбулаторія загальної практики сімейної медицини с.Баратівка,"МИКОЛАЇВСЬКА область, СНІГУРІВСЬКИЙ район, село БАРАТІВКА, вулиця Херсонська, 7",1955.0,46.9457571,32.7826399
АЗПСМ с.Гаврилівка,"ХАРКІВСЬКА область, БАРВІНКІВСЬКИЙ район, село ГАВРИЛІВКА, вулиця Привокзальна, 36",1676.0,48.8449011,36.806498100000006
Avicena,"ХМЕЛЬНИЦЬКА область, місто КАМ'ЯНЕЦЬ-ПОДІЛЬСЬКИЙ, шосе Хмельницьке, 19А",210.0,48.6991386,26.5847416
"Амбулаторія ЗПСМ №11 м. Кривий Ріг (КНП ""ЦПМСД №4"" КМР)","ДНІПРОПЕТРОВСЬКА область, місто КРИВИЙ РІГ, мікрорайон Сонячний, 13",4026.0,47.9537425,33.4494575
Дитяча консультація,"ІВАНО-ФРАНКІВСЬКА область, ТИСМЕНИЦЬКИЙ район, місто ТИСМЕНИЦЯ, вулиця Кості Левицького, 12",3745.0,48.9007929,24.8489055
Амбулаторія загальної практики - сімейної медицини с. Гуменці,"ХМЕЛЬНИЦЬКА область, село ГУМЕНЦІ, вулиця Першотравнева, 69",3535.0,48.6335994,26.6386672
Амбулаторія загальної практики сімейної медицини №8,"ХМЕЛЬНИЦЬКА область, місто ХМЕЛЬНИЦЬКИЙ, вулиця ВОЛОЧИСЬКА, 6",2633.0,49.4418956,26.9281283
АЗПСМ с.Хрестище,"ХАРКІВСЬКА область, КРАСНОГРАДСЬКИЙ район, село ХРЕСТИЩЕ, вулиця Шкільна, 21",1319.0,49.5542152,35.5167956
Недогарківська АЗПСМ,"ПОЛТАВСЬКА область, КРЕМЕНЧУЦЬКИЙ район, село НЕДОГАРКИ, вулиця Приморська, 154-В",1850.0,49.1693289,33.253865399999995
Добрянська амбулаторія загальної практики сімейної медецини,"ЗАКАРПАТСЬКА область, ТЯЧІВСЬКИЙ район, село ДОБРЯНСЬКЕ, вулиця Народна, 80",2163.0,48.0667305,23.7120957
Ключарківська амбулаторія загальної практики-сімейної медицини,"ЗАКАРПАТСЬКА область, МУКАЧІВСЬКИЙ район, село КЛЮЧАРКИ, вулиця Гагаріна, 19",1642.0,48.4176566,22.6424913
АЗПСМ с. Красноїлля,"ІВАНО-ФРАНКІВСЬКА область, село КРАСНОЇЛЛЯ, вулиця Центро, 1",2791.0,48.107283100000004,24.9034656
"Амбулаторія загальної практики-сімейної медицини №5, КНП ""ЦПМСД №1"" Святошинського району м.Києва","М.КИЇВ, місто КИЇВ, вулиця Чорнобильська, 5/7",8693.0,50.4572092,30.345657399999997
"Драбове-Барятинська амбулаторія загальної практики сімейної медицини КНП ""Драбівський ЦПМСД""","ЧЕРКАСЬКА область, ДРАБІВСЬКИЙ район, село ДРАБОВЕ-БАРЯТИНСЬКЕ, вулиця Івана Франка, 4",3153.0,49.9529963,32.294354399999996
Амбулаторія загальної практики - сімейної медицини №4,"ОДЕСЬКА область, місто БІЛГОРОД-ДНІСТРОВСЬКИЙ, вулиця Московська, 1",6096.0,46.191026,30.344914199999998
"Товариство з обмеженою відповідальністю ""Приватна дитяча поліклініка № 1""","ІВАНО-ФРАНКІВСЬКА область, місто ІВАНО-ФРАНКІВСЬК, вулиця Дністровська, 16 -  А",29.0,48.922633000000005,24.711117
Хмелівська амбулаторія загальної практики - сімейної медицини,"КІРОВОГРАДСЬКА область, МАЛОВИСКІВСЬКИЙ район, село ХМЕЛЬОВЕ, вулиця Некрасова, 14",2310.0,48.567445500000005,31.396423100000003
Амбулаторія №6 (Власівка),"КІРОВОГРАДСЬКА область, смт. ВЛАСІВКА, вулиця Східна, 3",5348.0,49.1169646,33.2830054
"Товариство з обмеженою відповідальністю ""Медичний комплекс""Мрія""","М.КИЇВ, ГОЛОСІЇВСЬКИЙ район, місто КИЇВ, вулиця Будіндустрії, 5-А",87.0,50.4015745,30.576522600000004
"Комунальне некомерційне підприємство Луківської сільської ради ""Луківська амбулаторія загальної практики-сімейної медицини""","ЛЬВІВСЬКА область, САМБІРСЬКИЙ район, село ЛУКИ, вулиця Шевченка, 20",3111.0,49.51003060000001,23.497709699999998
"КП ""ЦПМСД №1 ПМР"" Амбулаторія ЗПСМ №4","ПОЛТАВСЬКА область, місто ПОЛТАВА, вулиця Дунаєвського, 68",1789.0,49.620501899999994,34.563167799999995
Поліклініка,"КИЇВСЬКА область, місто СЛАВУТИЧ, вулиця 77 Гвардійської дивізії, 7",9302.0,51.526679,30.742933
АЗПСМ с.Друхів,"РІВНЕНСЬКА область, БЕРЕЗНІВСЬКИЙ район, село ДРУХІВ, вулиця Шевченка, 108Г",2451.0,50.88626,26.7953273
АЗПСМ с.Скаржинці,"ВІННИЦЬКА область, ХМІЛЬНИЦЬКИЙ район, село СКАРЖИНЦІ, вулиця Маршака, 1",499.0,49.70863920000001,27.9536282
Михайлючська АЗПСМ,"ХМЕЛЬНИЦЬКА область, ШЕПЕТІВСЬКИЙ район, село МИХАЙЛЮЧКА, вулиця Залізнична, 8б",1936.0,50.29042379999999,27.3116997
Кустівецька АЗП/СМ КНП ЦПМСД Полонської міської ради,"ХМЕЛЬНИЦЬКА область, ПОЛОНСЬКИЙ район, село КУСТІВЦІ, вулиця Комсомольська, 59",1988.0,49.924230200000004,27.403478600000003
Михальчанська АЗПСМ,"ЧЕРНІВЕЦЬКА область, СТОРОЖИНЕЦЬКИЙ район, село МИХАЛЬЧА, вулиця Шкільна, 2а",2851.0,48.2935527,25.939604199999998
Боровицька амбулаторія загальної практики сімейної медицини,"ЧЕРКАСЬКА область, ЧИГИРИНСЬКИЙ район, село БОРОВИЦЯ, вулиця Максима Залізняка, 1",1826.0,49.243185600000004,32.4901099
"АЗПСМ №2 вулиця Двінська, 19","М.КИЇВ, місто КИЇВ, вулиця Двінська, 19",5504.0,50.4341514,30.640245299999997
Відділення по вул Коссака,"ЛЬВІВСЬКА область, місто СТРИЙ, вулиця Коссака, 11а",10054.0,49.2713027,23.8666694
Стриганецька АЗП-СМ,"ТЕРНОПІЛЬСЬКА область, БЕРЕЖАНСЬКИЙ район, село СТРИГАНЦІ, вулиця Зелена, 12А",1624.0,49.5639073,24.855840899999997
Монастириська амбулаторія загальної практики сімейної медицини,"ТЕРНОПІЛЬСЬКА область, МОНАСТИРИСЬКИЙ район, місто МОНАСТИРИСЬКА, вулиця Шевченка, 33",10610.0,49.090583,25.16814
Відділення сімейної медицини,"ЧЕРНІГІВСЬКА область, місто ЧЕРНІГІВ, вулиця Коцюбинського, 61",1902.0,51.493499,31.298325
Сімейна амбулаторія №3 ЦПМСД №1,"МИКОЛАЇВСЬКА область, місто МИКОЛАЇВ, провулок Кобера, 15 А",4299.0,46.931611600000004,32.0403964
Чорноострівська амбулаторія загальної практики сімейної медицини,"ХМЕЛЬНИЦЬКА область, село ВОВЧА ГОРА, вулиця Нова , 1",5414.0,49.514070600000004,26.753718
"КНП Воле-Баранецької сільської ради ""Воле-Баранецька амбулаторія загальної практики-сімейної медицини""","ЛЬВІВСЬКА область, САМБІРСЬКИЙ район, село ВОЛЯ-БАРАНЕЦЬКА, вулиця Цимбрили, 38",3113.0,49.61598529999999,23.1279113
Амбулаторія загальної практики-сімейної медицини смт. Панютине,"ХАРКІВСЬКА область, смт. ПАНЮТИНЕ, вулиця Матросова, 43",3721.0,48.9385815,36.27901
Амбулаторія загальної практики-сімейної медицини с. Велика Слобідка,"ХМЕЛЬНИЦЬКА область, село ВЕЛИКА СЛОБІДКА, вулиця Першотравнева, 1",1633.0,48.5737027,26.7142282
Амбулаторія загальної практики - сімейної медицини с. Тур’ї Ремети,"ЗАКАРПАТСЬКА область, ПЕРЕЧИНСЬКИЙ район, село ТУР'Ї РЕМЕТИ, вулиця Центральна, 16",4375.0,48.713137700000004,22.595917800000002
Амбулаторія загальної практики-сімейної медицини  № 2,"ДНІПРОПЕТРОВСЬКА область, місто ДНІПРО, вулиця Саранська, 12",13878.0,48.508055999999996,35.012187
Амбулаторія загальної практики-сімейної медицини с.Родниківка,"ЧЕРКАСЬКА область, УМАНСЬКИЙ район, село РОДНИКІВКА, вулиця Гайдамацька, 5-а",3106.0,48.7925666,30.2326594
сімейна амбулаторія№6,"МИКОЛАЇВСЬКА область, місто МИКОЛАЇВ, вулиця Вул Космонавтів, 126",12549.0,46.959957200000005,32.0684321
Амбулаторія первинної медичної допомоги №1 Порт,"СУМСЬКА область, місто КОНОТОП, вулиця Рябошапка, 32",593.0,51.2434651,33.1647613
Остерська міська амбулаторія загальної практики сімейної медицини,"ЧЕРНІГІВСЬКА область, КОЗЕЛЕЦЬКИЙ район, місто ОСТЕР, вулиця Бондаренка, 32",7218.0,50.948616200000004,30.878676799999997
Дитяча поліклініка,"ЛЬВІВСЬКА область, ЯВОРІВСЬКИЙ район, місто НОВОЯВОРІВСЬК, вулиця Шевченка, 18",8413.0,49.9377565,23.5648799
Амбулаторія загальної практики - сімейної медицини с.Броварки,"ПОЛТАВСЬКА область, ГЛОБИНСЬКИЙ район, село БРОВАРКИ, вулиця Садова, 3",1411.0,49.3806795,32.968141100000004
Залаззівська АЗПСМ,"ВОЛИНСЬКА область, ЛЮБЕШІВСЬКИЙ район, село ЗАЛАЗЗЯ, вулиця Малієвського, 33",1958.0,51.7266216,25.1689412
"Амбулаторія загальної практики - сімейної медицини №12, Чечелівського району, КЗ ""ДЦПМСД №7""","ДНІПРОПЕТРОВСЬКА область, місто ДНІПРО, вулиця Тітова, 29",23496.0,48.4310045,35.0069348
Амбулаторія загальної практики сімейної медицини №3,"РІВНЕНСЬКА область, КОСТОПІЛЬСЬКИЙ район, місто КОСТОПІЛЬ, вулиця Д.Галицького, 10",12733.0,50.8755586,26.4572516
Волощинська АЗП-СМ,"ТЕРНОПІЛЬСЬКА область, БЕРЕЖАНСЬКИЙ район, село ВОЛОЩИНА, вулиця Ясінська, 20",1097.0,49.3098743,25.0101335
Кобеляцька амбулаторія загальної практики-сімейної медицини,"ПОЛТАВСЬКА область, КОБЕЛЯЦЬКИЙ район, місто КОБЕЛЯКИ, вулиця Шевченка, 78/109",15608.0,49.1528775,34.183215600000004
Шевченківська амбулаторія загальної практики сімейної медицини,"ОДЕСЬКА область, КІЛІЙСЬКИЙ район, село ШЕВЧЕНКОВЕ, вулиця ЧЕРНИШЕВСЬКОГО, 14",4410.0,45.5490001,29.3337006
"Педіатрично-дільничне відділення Комунального некомерційного підприємства ""Центр первинної медико-санітарної допомоги"" Бердичівської міської ради","ЖИТОМИРСЬКА область, ЖИТОМИРСЬКА район, місто БЕРДИЧІВ, вулиця Данилівська, 8",6811.0,49.888433,28.5979683
Амбулаторія загальної практики-сімейної медицини с.Хлистунівка,"ЧЕРКАСЬКА область, ГОРОДИЩЕНСЬКИЙ район, село ХЛИСТУНІВКА, вулиця 40-річчя Перемоги, 5",1035.0,49.2163683,31.4456126
Амбулаторія загальної практики сімейної медицини смт. Оратів,"ВІННИЦЬКА область, ОРАТІВСЬКИЙ район, смт. ОРАТІВ, вулиця Пирогова, 2",12210.0,49.1807084,29.529526
КНП ЦПМСД №5 м. Вінниці АЗПСМ №4,"ВІННИЦЬКА область, місто ВІННИЦЯ, прохід 1-й Український, 6а",8686.0,49.2118521,28.4662816
АЗПСМ с.Старий Олексинець,"ТЕРНОПІЛЬСЬКА область, КРЕМЕНЕЦЬКИЙ район, село СТАРИЙ ОЛЕКСИНЕЦЬ, вулиця Перемоги, 12А",2073.0,49.837968700000005,25.5581267
Амбулаторія№7,"ДОНЕЦЬКА область, місто МАРІУПОЛЬ, проспект Будівельників,, 143",7164.0,47.111889,37.52643
"Комунальне некомерційне підприємство ""Центр первинної медико-санітарної допомоги №3"" Шевченківського району міста Києва амбулаторія №6","М.КИЇВ, місто КИЇВ, вулиця Януша Корчака, 25",3548.0,50.4673492,30.4173594
Відділення ЗПСМ №1,"ІВАНО-ФРАНКІВСЬКА область, НАДВІРНЯНСЬКИЙ район, місто НАДВІРНА, вулиця Руднєва, 23",8214.0,48.6329086,24.557281200000002
АЗПСМ м. Богодухів,"ХАРКІВСЬКА область, БОГОДУХІВСЬКИЙ район, місто БОГОДУХІВ, вулиця Чернієнка, 13",19407.0,50.163592200000004,35.5262415
Барська амбулаторія загальної практики сімейної медицини №1,"ВІННИЦЬКА область, БАРСЬКИЙ район, місто БАР, вулиця Буняковського, 4",5475.0,49.0744605,27.6695831
Клініка Сімейного Лікаря Медея №2,"ОДЕСЬКА область, місто ОДЕСА, вулиця Велика Арнаутська, 100",41.0,46.47266870000001,30.7392382
Амбулаторія 5,"ДОНЕЦЬКА область, смт. ШЕВЧЕНКО, вулиця центральна, 1",1624.0,48.2203636,37.146113899999996
"Комунальне некомерційне підприємство ""Центр первинної медико - санітарної допомоги № 1"" Солом'янського району міста Києва, медична амбулаторія загальної практики - сімейної медицини №6","М.КИЇВ, місто КИЇВ, вулиця Машинобудівна, 27",3497.0,50.447261299999994,30.417866999999998
Вороньківська АЗПСМ,"КИЇВСЬКА область, БОРИСПІЛЬСЬКИЙ район, село ВОРОНЬКІВ, вулиця Слобіцька, 11",4086.0,50.222776399999994,30.903976
Амбулаторія загальної практики - сімейної медицини №4,"ДНІПРОПЕТРОВСЬКА область, місто ДНІПРО, вулиця Перемоги, 113",10394.0,48.4100295,35.0124973
