legal_entity_name,division_id,division_name,division_area,division_region,division_settlement,division_residence_addresses,nszu_geocoding_google_api_lng,nszu_geocoding_google_api_lat,total_sum
"КОМУНАЛЬНЕ ПІДПРИЄМСТВО ""ФАРМАЦІЯ"" ЖИТОМИРСЬКОЇ МІСЬКОЇ РАДИ",801de1e7-b331-4e25-809f-6dbe6aec25c6,Аптека №8,ЖИТОМИРСЬКА,,ЖИТОМИР,"ЖИТОМИРСЬКА область, місто ЖИТОМИР,  Небесної сотні, 52",28.665369199999997,50.264125299999996,395735.97
Фізична особа - підприємець  Цьоха Ольга Іванівна,802246af-eb02-422c-867b-92c38d23c529,"Аптечний пункт №1 (Аптеки №1 Житомирська обл., м.Малин, вул.Неманихіна, 3)",ЖИТОМИРСЬКА,,МАЛИН,"ЖИТОМИРСЬКА область, місто МАЛИН, вулиця Суворова, 83",29.218858500000003,50.7758927,174787.81
"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ЄВРОФАРМ-ВІННИЦЯ""",8023f70a-0ffe-41c0-ba9f-877a2d88fb53,Аптека №6,ВІННИЦЬКА,ГАЙСИНСЬКИЙ,ГАЙСИН,"ВІННИЦЬКА область, ГАЙСИНСЬКИЙ район, місто ГАЙСИН, вулиця Соборна, 34",29.3937664,48.8079323,187617.76999999996
"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""АВЕРСІ""",8024ad4a-e0a0-4c08-bbdc-45bc912ae323,Аптека №37,ЗАКАРПАТСЬКА,,УЖГОРОД,"ЗАКАРПАТСЬКА область, місто УЖГОРОД, вулиця Легоцького, 7",22.26671,48.610659999999996,55645.630000000005
"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ДНІПРОДЗЕРЖИНСЬКА ФАРМАЦЕВТИЧНА КОМПАНІЯ""",8027342f-dcf5-44bb-82af-5a45914ed5ff,Аптека №61,ДОНЕЦЬКА,,БАХМУТ,"ДОНЕЦЬКА область, місто БАХМУТ, вулиця Миру, 37",38.00043,48.592290000000006,
"Товариство з обмеженою відповідальністю зовнішньоторгівельна фірма ""Арніка""",803a76d4-7fb8-4538-a3f9-dad29fd71d16,Аптечний пункт №24,ДОНЕЦЬКА,,ГІРНИК,"ДОНЕЦЬКА область, місто ГІРНИК, вулиця Свободи, 25",37.3703446,48.05355170000001,3361148.97
"Приватне підприємство ""Южноукраїнська фармацевтична компанія""",803ba767-010b-4654-bae4-5650d2ddb9db,Аптека №66,МИКОЛАЇВСЬКА,БЕРЕЗНЕГУВАТСЬКИЙ,БЕРЕЗНЕГУВАТЕ,"МИКОЛАЇВСЬКА область, БЕРЕЗНЕГУВАТСЬКИЙ район, смт. БЕРЕЗНЕГУВАТЕ, вулиця Миру, 77",32.85055,47.30685,953443.82
"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ФАРМАСТОР""",80427ad5-1240-4534-846f-8db2f6de3ce0,"Аптека №76 Доброго дня м.Київ, вул.Курчатова Академіка, 19-А",М.КИЇВ,,КИЇВ,"М.КИЇВ, місто КИЇВ, вулиця Академіка Курчатова, 19-А",30.631560200000003,50.479498299999996,1229275.7
"Товариство з обмеженою відповідальністю ""Віталюкс""",8042d645-4ffe-4439-82f6-952fe6a4254b,Аптека №28,М.КИЇВ,,КИЇВ,"М.КИЇВ, місто КИЇВ, вулиця Ломоносова, 58-А",30.4597256,50.3846325,44751.34
"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""МЕД-СЕРВІС ХАРКІВ""",8047cd94-66f4-4831-9ee6-c10c0c524a4a,"Аптечний пункт №3 (Аптеки №42 Полтавська обл., м.Миргород, вул.Гоголя, 72)",ПОЛТАВСЬКА,,МИРГОРОД,"ПОЛТАВСЬКА область, місто МИРГОРОД, вулиця Гоголя, 149а",33.6063734,49.9689326,76387.19
"Товариство з обмеженою відповідальністю ""ДЖЕРЕЛА ЗДОРОВ’Я""",804989bd-44b5-4a54-b6a9-5430e2cb7ecb,Аптека №11,ХМЕЛЬНИЦЬКА,,ХМЕЛЬНИЦЬКИЙ,"ХМЕЛЬНИЦЬКА область, місто ХМЕЛЬНИЦЬКИЙ, проїзд Проскурівського Підпілля, 25",26.974737100000006,49.4253994,481927.22000000003
"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""АПТЕЧНИЙ БУДИНОК""",8049a12c-c7b1-44e1-9a54-802bd0714654,"Аптека №200 ""ДОБРІ ЛІКИ""  Луганська обл., м. Кремінна, пр-т Дружби, 8/2",ЛУГАНСЬКА,КРЕМІНСЬКИЙ,КРЕМІННА,"ЛУГАНСЬКА область, КРЕМІНСЬКИЙ район, місто КРЕМІННА, проспект Дружби, 8/2",38.2176555,49.04222670000001,21396.64
ТЕРНОПІЛЬСЬКЕ ОБЛАСНЕ ВИРОБНИЧО-ТОРГОВЕ АПТЕЧНЕ ОБ'ЄДНАННЯ,80515498-c30b-4e3a-af0b-29e179a4f0af,Аптека № 38,ТЕРНОПІЛЬСЬКА,,КРЕМЕНЕЦЬ,"ТЕРНОПІЛЬСЬКА область, місто КРЕМЕНЕЦЬ, вулиця Шевченка , 31",25.7262857,50.0942701,1297882.5300000003
"Приватне підприємство ""Нікон""",805d16ad-b189-41c3-9d9e-c15e01c38413,"Аптека №2 ПП ""Нікон""",ЖИТОМИРСЬКА,,МАЛИН,"ЖИТОМИРСЬКА область, місто МАЛИН, вулиця Огієнка, 33",29.293024300000003,50.7739642,257934.08000000002
КОМУНАЛЬНЕ ПІДПРИЄМСТВО МОНАСТИРИСЬКА ОБЛАСНА КОМУНАЛЬНА ЦЕНТРАЛЬНА РАЙОННА АПТЕКА № 18,806c95ce-e04f-49fb-a0fe-a704acaac2b0,Аптека №18,ТЕРНОПІЛЬСЬКА,МОНАСТИРИСЬКИЙ,МОНАСТИРИСЬКА,"ТЕРНОПІЛЬСЬКА область, МОНАСТИРИСЬКИЙ район, місто МОНАСТИРИСЬКА, вулиця Шевченка, 44",25.16734,49.09045,134169.57
"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ТОРГОВЕЛЬНО-КОМЕРЦІЙНЕ ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ГАРАНТ-ФАРМ""",806ff17e-6719-479b-ba7f-8a2b3f402e8c,Аптечний пункт №3,ДНІПРОПЕТРОВСЬКА,,КАМ'ЯНСЬКЕ,"ДНІПРОПЕТРОВСЬКА область, місто КАМ'ЯНСЬКЕ, вулиця Менделеєва, 21",34.673513899999996,48.4720258,212060.00000000003
"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ДНІПРОДЗЕРЖИНСЬКА ФАРМАЦЕВТИЧНА КОМПАНІЯ""",807340dc-d75c-4c9f-a5b9-d1a190dddbaf,Аптека №15,ДОНЕЦЬКА,,СЕЛИДОВЕ,"ДОНЕЦЬКА область, місто СЕЛИДОВЕ, вулиця Сонячна, 11",37.306470000000004,48.14698,
"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""АВЕРСІ""",80791e58-208b-4fe6-99e3-fe3e444ffbef,Аптек №30,РІВНЕНСЬКА,,ОСТРОГ,"РІВНЕНСЬКА область, місто ОСТРОГ, проспект Незалежності, 2",26.52328,50.32795,55645.630000000005
"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ЧЕРНІГІВСЬКА ФАРМАЦЕВТИЧНА КОМПАНІЯ""",807ef2fb-544b-424a-b787-82959a782141,аптека №47,СУМСЬКА,ТРОСТЯНЕЦЬКИЙ,ТРОСТЯНЕЦЬ,"СУМСЬКА область, ТРОСТЯНЕЦЬКИЙ район, місто ТРОСТЯНЕЦЬ, вулиця Миру, 2б",34.959768,50.471777,1637112.9
"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""І.К.ВЕЛ""",808367b6-cb97-4a0e-8898-f48d78c07bd7,Аптека №7,ДОНЕЦЬКА,,МАРІУПОЛЬ,"ДОНЕЦЬКА область, місто МАРІУПОЛЬ, вулиця Запорізьке шоссе, 2",37.5067341,47.1159417,1099494.7699999998
"ПРИВАТНЕ ПІДПРИЄМСТВО ""АПТЕКА 2011""",80849c61-787b-4e43-85d2-da9a91497b15,Аптека №54,ХАРКІВСЬКА,,КРАСНОПАВЛІВКА,"ХАРКІВСЬКА область, смт. КРАСНОПАВЛІВКА, мікрорайон Мікрорайон, 1А",36.320387200000006,49.1382876,1129505.3900000001
"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ГРЕБІНКІВСЬКА ЗОНАЛЬНА АПТЕКА №85""",808a5582-32d0-47b7-b937-eaf2fa954e18,Аптека №2,КИЇВСЬКА,ВАСИЛЬКІВСЬКИЙ,ГЛЕВАХА,"КИЇВСЬКА область, ВАСИЛЬКІВСЬКИЙ район, смт. ГЛЕВАХА, вулиця Вокзальна, 53",30.324948499999998,50.2553013,74574.3
"Товариство з обмеженою відповідальністю ""Первоцвіт-Фарм""",808e4c2b-4955-49f8-a13e-2d41ff510596,Аптека №8,ЖИТОМИРСЬКА,ЄМІЛЬЧИНСЬКИЙ,ЄМІЛЬЧИНЕ,"ЖИТОМИРСЬКА область, ЄМІЛЬЧИНСЬКИЙ район, смт. ЄМІЛЬЧИНЕ, вулиця Соборна, 25",27.8042939,50.8744739,1935741.28
"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""АПТЕКА МІНЕРАЛЬНІ ВОДИ""",80902af7-9467-4f3a-abf7-5d930f2fe130,Аптека №1,М.КИЇВ,,КИЇВ,"М.КИЇВ, місто КИЇВ, вулиця Чоколовский бульвар, 19",30.455142,50.430483,
"Товариство з обмеженою вiдповiдальнiстю ""Домашнiй Доктор""",80991b9d-9c9a-4281-ad65-6aba5d44ece7,"Аптечний пункт 1 ""Домашний Доктор"" (Аптеки №2 ""Домашний Доктор"" Донецька обл., Бахмутський р-н, м.Часів Яр, вул.Борисоглібська, 4-А)",ДОНЕЦЬКА,,ЛИМАН,"ДОНЕЦЬКА область, місто ЛИМАН, вулиця Свободи, 2Г",37.8268289,48.9668286,920969.9899999999
"Комунальне підприємство Харківської обласної ради ""Обласний аптечний склад""",80b13dc1-df59-41f1-99c4-a8e433eab249,ЦРА №79,ХАРКІВСЬКА,,ІЗЮМ,"ХАРКІВСЬКА область, місто ІЗЮМ, вулиця Соборна, 33",37.27622,49.19442,1669741.09
"ФІРМА ""ПОЛІМЕД"" (У ВИГЛЯДІ ТОВАРИСТВА З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ)",80bc59cc-285a-4139-94d0-0de9f69f951e,Аптека №4,ОДЕСЬКА,,ОДЕСА,"ОДЕСЬКА область, місто ОДЕСА, вулиця С.Ріхтера, 148/1",30.682614899999997,46.4553388,
"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""АПТЕКА №28""",80ca75fd-027b-4266-bdc7-23a425decf1e,Аптека №12,ОДЕСЬКА,,ОДЕСА,"ОДЕСЬКА область, місто ОДЕСА, вулиця Отамана Головатого, 161",30.73221,46.53241,95676.98
"ФІРМА ""МУРОВАНОКУРИЛОВЕЦЬКА ЦЕНТРАЛЬНА РАЙОННА АПТЕКА"" ТОВ",80cea6cc-a9cd-45f4-97a5-43c65a0d3153,"ТОВ Фірма ""Мурованокуриловецька центральна района аптека"" ТОВ",ВІННИЦЬКА,МУРОВАНОКУРИЛОВЕЦЬКИЙ,МУРОВАНІ КУРИЛІВЦІ,"ВІННИЦЬКА область, МУРОВАНОКУРИЛОВЕЦЬКИЙ район, смт. МУРОВАНІ КУРИЛІВЦІ, вулиця Соборна, 37",27.517861600000003,48.716731700000004,
"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ГАМА-ФАРМ""",80efce05-edc9-40c8-ba5c-4b0bc90c569b,аптека №2,ХМЕЛЬНИЦЬКА,ДЕРАЖНЯНСЬКИЙ,ВОВКОВИНЦІ,"ХМЕЛЬНИЦЬКА область, ДЕРАЖНЯНСЬКИЙ район, смт. ВОВКОВИНЦІ, вулиця Миру, 16",27.6547083,49.2049386,320297.27
"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ДАРС - Д""",80f004c8-a50a-46e8-87ad-64b5ad05c395,Аптека №11,ХАРКІВСЬКА,ЧУГУЇВСЬКИЙ,ВОЛОХІВ ЯР,"ХАРКІВСЬКА область, ЧУГУЇВСЬКИЙ район, селище ВОЛОХІВ ЯР, вулиця Соборна, 4",36.9810445,49.5986071,699441.9400000001
"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ФАРМАЦЕВТИЧНА КОМПАНІЯ ""ЗДОРОВА РОДИНА""",80f049e8-6cdd-45dd-b2bc-421cd3455ce6,Аптека №11,ІВАНО-ФРАНКІВСЬКА,,ІВАНО-ФРАНКІВСЬК,"ІВАНО-ФРАНКІВСЬКА область, місто ІВАНО-ФРАНКІВСЬК,  Гната Хоткевича, 67/1",24.7384503,48.9238426,281632.18
"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ  ВИРОБНИЧО-КОМЕРЦІЙНА ФІРМА ""ВІСА""",80ff2d3a-5589-43df-8df5-6e68af49c3ed,"Аптека №2 ""ВІСА""",РІВНЕНСЬКА,,РІВНЕ,"РІВНЕНСЬКА область, місто РІВНЕ, вулиця Міцкевича, 34",26.2551403,50.6232794,1481602.9
"Товариство з обмеженою відповідальністю "" Менго""",810e34c0-4208-44f1-a35c-1a510dc03d1a,Аптека № 65,ЧЕРНІВЕЦЬКА,,ЧЕРНІВЦІ,"ЧЕРНІВЕЦЬКА область, місто ЧЕРНІВЦІ, вулиця Університетська, 6",25.933792,48.292984000000004,918258.26
"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""АПТЕКА24""",8117bf72-c975-4535-9946-578670e138b7,Аптека №37,ДНІПРОПЕТРОВСЬКА,,ДНІПРО,"ДНІПРОПЕТРОВСЬКА область, місто ДНІПРО, вулиця Короленка, 3б",35.0438389,48.464404200000004,27057.21
"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ТАБЛЕТКА А""",81267d4d-a256-4387-88fb-5fac513d6972,Аптека №4,ОДЕСЬКА,ЗАХАРІВСЬКИЙ,ЗАХАРІВКА,"ОДЕСЬКА область, ЗАХАРІВСЬКИЙ район, смт. ЗАХАРІВКА, вулиця Одеська, 60-в",29.754730900000002,47.3332805,162508.69
"Товариство з обмеженою відповідальністю зовнішньоторгівельна фірма ""Арніка""",812c7e38-0ebc-4e12-9f98-ccd5b16245c9,Аптека №41,ДОНЕЦЬКА,,СЛОВ'ЯНСЬК,"ДОНЕЦЬКА область, місто СЛОВ'ЯНСЬК, вулиця Університетська, 32",37.60751,48.85409,3361148.97
"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ФАРМАСТОР""",81314809-3748-4834-bbf8-664d477aa45a,"Аптека №207 Доброго дня Київська обл., м.Ірпінь, вул.Центральна, 6Г/3",КИЇВСЬКА,,ІРПІНЬ,"КИЇВСЬКА область, місто ІРПІНЬ, вулиця центральна, 6Г/3",30.2472859,50.5182957,1229275.7
"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ЛІКИ УКРАЇНИ""",8138bfd3-b69e-4f0f-8980-98aa02777d9a,Аптека № 14,ЧЕРНІГІВСЬКА,СНОВСЬКИЙ,СНОВСЬК,"ЧЕРНІГІВСЬКА область, СНОВСЬКИЙ район, місто СНОВСЬК, вулиця Спортивна, 21",31.9533328,51.8156925,2400797.38
Фізична-особа підприємець Созанська Ірина Романівна,813a7c0a-e0c7-4111-8d78-a0ac98af06ce,Аптека №1,ТЕРНОПІЛЬСЬКА,ЗБАРАЗЬКИЙ,ЗБАРАЖ,"ТЕРНОПІЛЬСЬКА область, ЗБАРАЗЬКИЙ район, місто ЗБАРАЖ, вулиця Павлова, 2а",25.7896972,49.661190399999995,249692.15999999997
"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""АПТЕКА №28""",81439760-67ce-4a1a-8c97-ab0f010511e9,Аптека №35,ХЕРСОНСЬКА,,ХЕРСОН,"ХЕРСОНСЬКА область, місто ХЕРСОН, вулиця Олеся Гончара, 19",32.61687,46.63542,95676.98
"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""МЕДИЧНИЙ ЦЕНТР ""М.Т.К.""",81488ec6-d9a1-4748-ad25-5288013b4090,Аптека №10,ХМЕЛЬНИЦЬКА,ГОРОДОЦЬКИЙ,ГОРОДОК,"ХМЕЛЬНИЦЬКА область, ГОРОДОЦЬКИЙ район, місто ГОРОДОК, вулиця Олеся Гончара, 4а",26.5767453,49.1664842,52121.240000000005
"Товариство з обмеженою відповідальністю ""Ваша аптека""",8148ece0-9f9d-4ef8-8fc0-4ef9fd18e9cc,Аптека №50,ХМЕЛЬНИЦЬКА,,ХМЕЛЬНИЦЬКИЙ,"ХМЕЛЬНИЦЬКА область, місто ХМЕЛЬНИЦЬКИЙ, вулиця Проскурівська, 18",26.9834945,49.4249622,4687773.800000001
Фізична особа-підприємець Лапій Федор Володимирович,814ac03f-3489-4fa2-a215-6dbb34a5d68d,Аптека №1,РІВНЕНСЬКА,,ОСТРОГ,"РІВНЕНСЬКА область, місто ОСТРОГ, вулиця Татарська, 179б",26.5246197,50.3431328,
"ПРИВАТНЕ ПІДПРИЄМСТВО ""ТЕМП 2011""",814ace07-cda4-40b1-a84d-fa3c8ec44f3c,Аптека №27,ХАРКІВСЬКА,,ХАРКІВ,"ХАРКІВСЬКА область, місто ХАРКІВ, вулиця Валдайська, 26",36.2429598,49.9361125,588468.19
"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""АПТЕКА ДОБРОГО ДНЯ""",814c3379-aeb1-4890-b74a-6ca0a0857e0c,"Аптека №72 Запорізька обл., м.Мелітополь, вул.Героїв України (Кірова), 48",ЗАПОРІЗЬКА,,МЕЛІТОПОЛЬ,"ЗАПОРІЗЬКА область, місто МЕЛІТОПОЛЬ, вулиця Героїв України, 48",35.3625611,46.842911,471221.80000000005
"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ОДУЖУЙТЕ ШВИДШЕ""",8155c6a9-fd74-4d04-840d-2d22d0112b78,Аптека 7,КИЇВСЬКА,ВИШГОРОДСЬКИЙ,ВИШГОРОД,"КИЇВСЬКА область, ВИШГОРОДСЬКИЙ район, місто ВИШГОРОД, вулиця Богдана Хмельницького, 1",30.383204499999998,50.6833911,
"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""МЕДИЦИНА.ТЕХНІКА.КОСМЕТИКА.""",815ac0ca-55fe-4dfa-a42d-b58c81132aa8,аптека №9,ХМЕЛЬНИЦЬКА,ХМЕЛЬНИЦЬКИЙ,ГВАРДІЙСЬКЕ,"ХМЕЛЬНИЦЬКА область, ХМЕЛЬНИЦЬКИЙ район, село ГВАРДІЙСЬКЕ, вулиця Соборна, 44",26.704562300000003,49.336327600000004,24871.54
"Товариство з обмеженою відповідальністю ""ПОДОРОЖНИК СТАНІСЛАВ""",8167d784-167d-4255-a8fd-fad9e486dd5b,Аптека №22 ПОДОРОЖНИК мережа аптек,ІВАНО-ФРАНКІВСЬКА,НАДВІРНЯНСЬКИЙ,НАДВІРНА,"ІВАНО-ФРАНКІВСЬКА область, НАДВІРНЯНСЬКИЙ район, місто НАДВІРНА, вулиця Грушевського, 11",24.56201,48.63081,239790.40000000002
СТРЯПАЧУК ЛАРИСА МИХАЙЛІВНА,81701e46-e5bf-4867-a61e-830a6065ed1e,Аптечний пункт №1 ,ХЕРСОНСЬКА,,ХЕРСОН,"ХЕРСОНСЬКА область, місто ХЕРСОН, шосе В'ячеслава Чорновола, 26-б",32.6695164,46.6706337,
"Товариство з обмеженою відповідальністю ""АЙ ПІ ФАРМАЦІЯ""",81755664-9b1b-41ef-a017-aacbafc56ce3,Аптека №31,ПОЛТАВСЬКА,,ГОРІШНІ ПЛАВНІ,"ПОЛТАВСЬКА область, місто ГОРІШНІ ПЛАВНІ, проспект Героїв Дніпра, 79",33.62543,49.0103,256846.41000000003
"Черкаське обласне комунальне підприємство ""Фармація""",81783da7-e22d-452b-aa5b-3228018d1005,Аптека №77 ЦРА,ЧЕРКАСЬКА,,УМАНЬ,"ЧЕРКАСЬКА область, місто УМАНЬ, вулиця Івана Гонти, 2",30.2184855,48.735032399999994,3605627.4600000004
"Товариство з обмеженою відповідальністю ""Первоцвіт-Фарм""",8183326b-4ce3-441a-acb6-d0e8d34b32f0,Аптека № 20,ЖИТОМИРСЬКА,ОЛЕВСЬКИЙ,ОЛЕВСЬК,"ЖИТОМИРСЬКА область, ОЛЕВСЬКИЙ район, місто ОЛЕВСЬК, вулиця Княгині Ольги, 1",27.6481798,51.2220655,1935741.28
"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""МЕД-СЕРВІС""",8184b7db-517f-45c0-bf96-9a518a32394f,Аптека №33,ЧЕРНІГІВСЬКА,,ЧЕРНІГІВ,"ЧЕРНІГІВСЬКА область, місто ЧЕРНІГІВ, вулиця 77 Гвардійської дивізії, 1-в",31.306382300000003,51.5153419,27642.55
Фізична особа-підприємець Казмірчук Алла Миколаївна,81853cf0-c7b1-4d25-8df9-7059615f662c,"Аптека №6 ""сімейний лікар""",ТЕРНОПІЛЬСЬКА,,ТЕРНОПІЛЬ,"ТЕРНОПІЛЬСЬКА область, місто ТЕРНОПІЛЬ, вулиця 15-го Квітня, 37а",25.6497082,49.56628,9495.91
"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""МЕД - СЕРВІС ЮГ""",8187abfa-8e5f-4a97-9a4d-f5f9993db7dd,Аптека №25,МИКОЛАЇВСЬКА,,ПЕРВОМАЙСЬК,"МИКОЛАЇВСЬКА область, місто ПЕРВОМАЙСЬК, вулиця Одеська, 78-е",30.847375099999997,48.0340941,97499.73999999999
"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ДАНУНЦ""",818b00fe-4d5a-48db-8f4d-f186994fd1c2,Аптека №41,М.КИЇВ,,КИЇВ,"М.КИЇВ, місто КИЇВ, проспект Перемоги, 136",30.365503399999998,50.4567367,580060.76
"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ВІТАНІКУС""",818b3dd1-4683-443e-929d-e1db2d0861ce,Аптечний пункт №5 Аптеки №1,КИЇВСЬКА,,ОБУХІВ,"КИЇВСЬКА область, місто ОБУХІВ, вулиця Каштанова, 52",30.62912,50.1313,
"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""АПТЕКА 7""",81b05b6c-331e-47d3-a75a-bfa957b67f2a,"Аптека №3 Київ, вулиця Оноре де Бальзака, буд. 94",М.КИЇВ,,КИЇВ,"М.КИЇВ, місто КИЇВ, вулиця Оноре де Бальзака, 94",30.61107,50.53046,12463.22
"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ОДУЖУЙТЕ ШВИДШЕ""",81b68d72-9a65-47e9-b17c-78331b33c878,Аптека 8,КИЇВСЬКА,,ІРПІНЬ,"КИЇВСЬКА область, місто ІРПІНЬ, вулиця Шевченка, 16",30.2397162,50.5189093,
"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ЧЕРНІГІВСЬКА ФАРМАЦЕВТИЧНА КОМПАНІЯ""",81b84d5a-efc7-4061-856a-f8d64e4aba73,аптека №58,ЧЕРНІГІВСЬКА,СОСНИЦЬКИЙ,СОСНИЦЯ,"ЧЕРНІГІВСЬКА область, СОСНИЦЬКИЙ район, смт. СОСНИЦЯ, вулиця Хмельницького Б., 18",32.5152276,51.52677979999999,1637112.9
"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""АПТЕКА № 338""",81bce734-c4a9-4605-b981-74a58ab95528,"Аптечний пункт №1 (Аптеки №8 м.Дніпропетровськ, вул.Шмідта, 2) м.Дніпро, вул.Княгині Ольги, 16",ДНІПРОПЕТРОВСЬКА,,ДНІПРО,"ДНІПРОПЕТРОВСЬКА область, місто ДНІПРО, вулиця Княгині Ольги, 16",35.02608,48.47701,86128.94
"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ДНІПРОДЗЕРЖИНСЬКА ФАРМАЦЕВТИЧНА КОМПАНІЯ""",81cf9f5f-2885-485b-9fa4-974d90849d04,Аптека №38,ЗАПОРІЗЬКА,,МЕЛІТОПОЛЬ,"ЗАПОРІЗЬКА область, місто МЕЛІТОПОЛЬ, проспект Богдана Хмельницького, 54",35.36418,46.83276,
"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""АПТЕКА ДОБРОГО ДНЯ""",81d3b826-676e-4333-b400-3bbd94e3280f,"Аптека №6 Доброго дня м.Київ, вул.Гната Хоткевича, 1-В",М.КИЇВ,,КИЇВ,"М.КИЇВ, місто КИЇВ, вулиця Гната Хоткевича, 1-В",30.636754600000003,50.4549302,471221.80000000005
"ПОЛТАВСЬКЕ ОБЛАСНЕ КОМУНАЛЬНЕ ПІДПРИЄМСТВО ""ПОЛТАВАФАРМ""",81d6b371-cb80-4b8f-87cd-d287cd49d145,"Аптечний пункт №4 (ЦРА №49 Полтавська обл., смт Нові Санжари, вул.Незалежності, 39/2)",ПОЛТАВСЬКА,НОВОСАНЖАРСЬКИЙ,НОВІ САНЖАРИ,"ПОЛТАВСЬКА область, НОВОСАНЖАРСЬКИЙ район, смт. НОВІ САНЖАРИ, вулиця Шевченка, 51/49",34.305834600000004,49.34118,2967415.1500000004
"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""СИСТЕМА АПТЕК ""ЛІНДА-ФАРМ""",81e0c837-2ac5-4adb-b34e-2d692989a65b,аптечний пункт №21,ДНІПРОПЕТРОВСЬКА,,ДНІПРО,"ДНІПРОПЕТРОВСЬКА область, місто ДНІПРО, вулиця Футбольна, 12",34.801300399999995,48.4364408,4302038.140000001
"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""МРІЯ-ФАРМ""",81e3767d-7661-4adc-8903-726dfea41655,"Аптека №6 ""Мрія-Фарм""",ДОНЕЦЬКА,,МАРІУПОЛЬ,"ДОНЕЦЬКА область, місто МАРІУПОЛЬ, проспект Миру, 4",37.560593,47.093365399999996,4154627.1300000004
